# object: IRC+10216
# time: Mon Jun  5 21:13:50 2017
# number of values:         1200
# wave      flux          stdev           line
      15.9042      20867.0      191.589           9
      15.9440      20664.3      114.969           9
      15.9839      20624.3      109.962           9
      16.0239      20816.6      88.8424           9
      16.0640      20660.4      139.653           9
      16.1042      20316.3      146.079           9
      16.1445      20181.9      89.4489           9
      16.1850      20212.9      73.8784           9
      16.2255      20120.9      84.2326           9
      16.2661      20046.0      81.6627           9
      16.3068      19919.4      86.2182           9
      16.3476      19790.2      74.7258           9
      16.3885      19734.6      93.2043           9
      16.4296      19690.4      84.6573           9
      16.4637      19397.8      121.167          10
      16.4707      19611.9      78.4018           9
      16.5049      19451.7      95.8964          10
      16.5119      19382.4      84.9003           9
      16.5463      19166.8      150.444          10
      16.5532      19378.8      147.290           9
      16.5877      18940.8      133.437          10
      16.6292      18925.2      137.588          10
      16.6708      18879.3      129.032          10
      16.7125      19193.7      134.259          10
      16.7544      19274.0      128.498          10
      16.7963      19040.2      134.952          10
      16.8384      18700.2      83.3015          10
      16.8805      18729.6      52.1274          10
      16.9228      18995.0      97.0152          10
      16.9651      18948.5      113.241          10
      17.0076      18794.5      82.3954          10
      17.0502      18693.5      92.8603          10
      17.0928      18409.7      106.478          10
      17.1356      18152.5      86.0882          10
      17.1785      18144.9      51.5817          10
      17.2215      18151.1      56.7031          10
      17.2646      17904.9      45.4211          10
      17.3078      17789.2      37.6612          10
      17.3512      18046.2      69.4557          10
      17.3946      18175.3      48.5309          10
      17.4381      17919.2      68.2567          10
      17.4818      17563.0      59.8749          10
      17.5255      17631.9      76.4156          10
      17.5694      18009.4      55.6008          10
      17.6134      17976.3      36.1305          10
      17.6575      17861.6      20.9377          10
      17.7017      17851.0      23.8182          10
      17.7460      17841.5      23.0747          10
      17.7904      17938.7      48.0336          10
      17.8349      17971.7      56.9677          10
      17.8796      17942.8      57.7214          10
      17.9243      17875.8      48.7266          10
      17.9692      17878.1      46.9210          10
      18.0142      17901.0      49.0645          10
      18.0593      17734.9      51.3086          10
      18.1045      17560.8      42.2767          10
      18.1498      17516.5      63.7423          10
      18.1952      17607.5      61.9837          10
      18.2408      17551.4      53.8104          10
      18.2864      17473.9      45.8708          10
      18.3322      17398.0      55.6331          10
      18.3781      17443.6      72.9829          10
      18.4241      17477.5      97.4512          10
      18.4702      17342.3      67.3453          10
      18.5165      17196.0      92.7983          10
      18.5628      17137.3      80.4426          10
      18.6093      17233.6      76.1971          10
      18.6559      17126.5      76.1186          10
      18.7025      17072.5      63.0893          10
      18.7494      16955.6      71.0560          10
      18.7963      16905.1      51.2777          10
      18.8433      16824.1      54.3660          10
      18.8905      16787.4      48.4251          10
      18.9378      16921.3      56.0066          10
      18.9852      16889.8      61.8886          10
      19.0327      16659.0      36.2001          10
      19.0804      16583.6      43.7165          10
      19.1281      16665.8      60.8719          10
      19.1760      16653.8      70.5498          10
      19.2240      16503.9      38.0732          10
      19.2721      16468.0      29.4209          10
      19.3204      16413.2      44.0444          10
      19.3687      16379.6      58.0762          10
      19.4172      16054.4      77.7137          10
      19.4658      15987.1      52.3992          10
      19.5059      16689.9      78.7672          11
      19.5145      16042.4      36.3300          10
      19.5547      16592.5      49.1915          11
      19.5634      15991.8      32.0582          10
      19.6037      16594.1      59.8779          11
      19.6528      16448.1      60.3722          11
      19.7020      16279.4      41.1860          11
      19.7513      16124.8      54.6340          11
      19.8007      15937.5      45.7407          11
      19.8503      15983.4      53.1722          11
      19.9000      16310.3      51.8571          11
      19.9498      16563.6      56.7368          11
      19.9997      16648.1      50.7788          11
      20.0498      16477.4      60.5893          11
      20.1000      16349.3      36.0689          11
      20.1503      16247.1      45.6474          11
      20.2007      16102.9      37.7336          11
      20.2513      16077.5      31.2473          11
      20.3020      16105.4      32.6304          11
      20.3528      16146.2      26.4269          11
      20.4037      16073.4      24.4939          11
      20.4548      15969.8      50.0942          11
      20.5060      15851.0      46.2747          11
      20.5573      15730.1      60.1810          11
      20.6088      15603.2      30.2692          11
      20.6604      15650.8      25.4009          11
      20.7121      15682.7      33.9787          11
      20.7639      15750.1      53.1127          11
      20.8159      15721.1      58.2704          11
      20.8680      15744.9      80.5248          11
      20.9203      15885.8      102.359          11
      20.9726      15688.6      74.2094          11
      21.0251      15563.2      34.7269          11
      21.0777      15369.6      61.8402          11
      21.1305      15314.7      69.3938          11
      21.1834      15462.0      67.8981          11
      21.2364      15479.8      60.2272          11
      21.2896      15596.3      73.0879          11
      21.3429      15529.2      88.3895          11
      21.3963      15341.3      94.5250          11
      21.4499      15415.7      87.5356          11
      21.5035      15223.0      88.6471          11
      21.5574      15188.1      78.6412          11
      21.6113      15352.7      66.5225          11
      21.6654      15390.5      66.2002          11
      21.7197      15629.1      76.0101          11
      21.7740      15588.6      67.8700          11
      21.8285      15456.0      49.6197          11
      21.8832      15531.5      61.0663          11
      21.9379      15328.4      81.5502          11
      21.9929      15235.5      62.5494          11
      22.0479      15360.8      68.2065          11
      22.1031      15155.3      63.6121          11
      22.1584      15269.8      80.1771          11
      22.2139      15312.5      63.7489          11
      22.2695      15178.3      55.2449          11
      22.3252      15222.6      61.1590          11
      22.3811      15064.1      83.9764          11
      22.4371      14911.1      61.8445          11
      22.4933      15147.9      71.4629          11
      22.5496      15079.8      50.8658          11
      22.6061      15055.4      38.5182          11
      22.6626      15041.3      37.3814          11
      22.7194      14932.8      31.1831          11
      22.7762      14976.2      34.6030          11
      22.8333      15006.1      39.8785          11
      22.8904      14992.6      45.0557          11
      22.9477      15189.6      42.0697          11
      23.0051      15164.8      44.6310          11
      23.0627      14994.0      28.0556          11
      23.1205      14980.6      21.2948          11
      23.1783      14932.9      37.3937          11
      23.2364      14954.0      44.9660          11
      23.2945      15162.3      27.1885          11
      23.3528      15233.6      14.5601          11
      23.4113      15329.9      27.9670          11
      23.4699      15384.2      37.1139          11
      23.5286      15238.5      54.0723          11
      23.5875      15131.6      26.8336          11
      23.6466      15167.7      21.8718          11
      23.7058      15163.8      44.3856          11
      23.7651      15297.8      60.7085          11
      23.8246      15502.6      29.9612          11
      23.8842      15447.8      26.9986          11
      23.9440      15457.1      28.9607          11
      24.0039      15506.1      31.4986          11
      24.0640      15530.0      39.8010          11
      24.1243      15902.1      94.0933          11
      24.1846      16219.6      59.8710          11
      24.2452      16120.7      40.0668          11
      24.3059      16205.6      55.8687          11
      24.3667      16401.5      45.3621          11
      24.4277      16475.0      22.8054          11
      24.4889      16579.5      38.3252          11
      24.5501      16636.0      52.1438          11
      24.6116      16541.2      52.9095          11
      24.6732      16647.6      74.9068          11
      24.7350      17057.8      47.8142          11
      24.7969      17166.0      46.3245          11
      24.8590      17140.3      55.0364          11
      24.9212      17023.2      31.7283          11
      24.9836      16987.0      30.4228          11
      25.0461      17213.7      61.1786          11
      25.1088      17507.3      51.5018          11
      25.1716      17549.3      36.4209          11
      25.2346      17557.8      33.3249          11
      25.2978      17686.4      26.0625          11
      25.3611      17657.4      18.2998          11
      25.4246      17669.4      29.9089          11
      25.4883      17902.9      53.5627          11
      25.5521      18019.0      27.2449          11
      25.6160      17984.1      21.5728          11
      25.6801      18092.5      50.2403          11
      25.7444      18049.5      73.7703          11
      25.8089      17809.5      70.4736          11
      25.8735      18058.2      71.9127          11
      25.9382      18243.8      29.1503          11
      26.0032      18107.6      44.0178          11
      26.0682      18033.4      28.3398          11
      26.1335      18033.8      34.4901          11
      26.1989      17901.0      44.6216          11
      26.2645      17794.8      39.0748          11
      26.3302      17922.7      30.5430          11
      26.3961      17829.5      29.4520          11
      26.4622      17758.6      15.8580          11
      26.5285      17732.0      26.0893          11
      26.5949      17443.1      58.3649          11
      26.6614      17307.6      40.6087          11
      26.7282      17616.6      95.1109          11
      26.7951      17868.1      53.7193          11
      26.8621      17665.4      32.7658          11
      26.9294      17522.3      28.9551          11
      26.9968      17452.9      20.6286          11
      27.0644      17412.2      19.9986          11
      27.1321      17485.4      42.2429          11
      27.2000      17745.4      91.3133          11
      27.2681      18000.6      38.8337          11
      27.3364      17752.4      57.2065          11
      27.4048      17901.0      96.0031          11
      27.4734      18441.1      105.825          11
      27.5035      17453.2      32.7427          12
      27.5422      18843.5      103.093          11
      27.5723      17580.7      47.0301          12
      27.6413      17665.2      28.7905          12
      27.7105      17531.5      31.0321          12
      27.7799      17453.8      16.6720          12
      27.8494      17467.9      16.1727          12
      27.9191      17359.6      27.7550          12
      27.9890      17274.7      16.4621          12
      28.0591      17351.7      28.4045          12
      28.1293      17371.8      31.5601          12
      28.1997      17239.5      22.4854          12
      28.2703      17189.2      14.7029          12
      28.3411      17195.3      24.2616          12
      28.4120      17051.3      28.1622          12
      28.4831      16995.3      14.8045          12
      28.5544      17058.3      19.3014          12
      28.6259      16970.0      34.1546          12
      28.6975      16823.1      28.4814          12
      28.7694      16851.8      29.2711          12
      28.8414      16914.7      15.5764          12
      28.9136      16858.9      21.1368          12
      28.9860      16800.5      8.72635          12
      29.0014      13910.3      24.8653          13
      29.0740      13964.1      21.6260          13
      29.1468      14026.2      15.5997          13
      29.2197      14129.2      17.0326          13
      29.2929      14198.8      17.9305          13
      29.3662      14251.1      17.5048          13
      29.4397      14331.7      29.4063          13
      29.5134      14546.2      39.4213          13
      29.5873      14681.0      8.80281          13
      29.6613      14696.7      8.39085          13
      29.7356      14732.9      14.1762          13
      29.8100      14795.7      12.8151          13
      29.8846      14871.3      18.1880          13
      29.9594      14986.2      13.2204          13
      30.0344      15050.2      14.7389          13
      30.1096      15106.6      15.7443          13
      30.1850      15110.8      14.3313          13
      30.2605      15048.1      10.5067          13
      30.3363      15023.8      9.77130          13
      30.4122      15058.0      10.3227          13
      30.4883      15027.3      17.4034          13
      30.5647      14915.2      21.4829          13
      30.6412      14806.9      14.0005          13
      30.7179      14710.0      13.9716          13
      30.7948      14612.0      17.4788          13
      30.8718      14552.9      13.8804          13
      30.9491      14499.8      10.0710          13
      31.0266      14447.9      6.13436          13
      31.1043      14409.5      8.32056          13
      31.1821      14329.0      18.5251          13
      31.2602      14186.5      15.6753          13
      31.3384      14096.1      9.50930          13
      31.4169      14052.4      5.94610          13
      31.4955      14034.9      6.91690          13
      31.5743      13957.9      15.6079          13
      31.6534      13901.6      7.92441          13
      31.7326      13862.2      13.2524          13
      31.8120      13796.4      5.50139          13
      31.8917      13761.2      5.53570          13
      31.9715      13731.3      7.81587          13
      32.0515      13678.1      10.7894          13
      32.1318      13602.6      10.3970          13
      32.2122      13545.0      10.5689          13
      32.2928      13498.2      4.55620          13
      32.3736      13472.3      6.99902          13
      32.4547      13372.3      24.8837          13
      32.5359      13272.5      18.1848          13
      32.6174      13244.1      6.92965          13
      32.6990      13209.5      13.9130          13
      32.7809      13145.7      9.08612          13
      32.8629      13163.2      11.1577          13
      32.9452      13175.7      12.3570          13
      33.0276      13089.7      24.1624          13
      33.1103      12912.7      22.6212          13
      33.1932      12789.0      17.9492          13
      33.2763      12660.9      23.2165          13
      33.3596      12519.9      13.9968          13
      33.4431      12399.6      43.5897          13
      33.5268      12283.2      37.1715          13
      33.6107      12153.9      27.0846          13
      33.6948      12042.6      24.8194          13
      33.7792      11980.2      25.0738          13
      33.8637      11900.5      23.2938          13
      33.9485      11851.0      20.6099          13
      34.0335      11824.0      15.0118          13
      34.1187      11775.0      13.1708          13
      34.2041      11688.7      18.6657          13
      34.2897      11547.9      22.2406          13
      34.3755      11480.2      11.4123          13
      34.4616      11454.2      8.55771          13
      34.5478      11389.8      17.2856          13
      34.6343      11234.8      20.3946          13
      34.7210      11167.3      13.9277          13
      34.8079      11131.7      11.3548          13
      34.8950      11065.3      19.3109          13
      34.9824      11009.6      19.5441          13
      35.0700      10956.0      11.7380          13
      35.1577      10885.3      13.3172          13
      35.2457      10838.2      12.0078          13
      35.3340      10801.4      13.3359          13
      35.4224      10746.4      14.1636          13
      35.5111      10687.6      10.5071          13
      35.6000      10589.2      12.1865          13
      35.6891      10524.2      8.32591          13
      35.7784      10472.7      10.7163          13
      35.8680      10377.4      11.8187          13
      35.9578      10290.6      13.9013          13
      36.0478      10234.6      10.3795          13
      36.1380      10160.2      10.6712          13
      36.2285      10097.7      9.36131          13
      36.3191      10043.7      14.3074          13
      36.4100      9948.98      13.2159          13
      36.5012      9871.01      12.2722          13
      36.5926      9809.20      9.18334          13
      36.6842      9754.04      6.98579          13
      36.7760      9724.66      9.41608          13
      36.8680      9711.81      11.5588          13
      36.9603      9700.65      10.1833          13
      37.0528      9679.76      10.6973          13
      37.1456      9618.40      15.1417          13
      37.2386      9518.50      15.3054          13
      37.3318      9473.89      12.6762          13
      37.4252      9458.08      7.17673          13
      37.5189      9423.95      8.65331          13
      37.6128      9371.11      9.90666          13
      37.7070      9316.69      8.20767          13
      37.8013      9269.79      8.60264          13
      37.8960      9227.22      7.20914          13
      37.9908      9187.88      6.95278          13
      38.0859      9112.94      13.3234          13
      38.1813      9049.48      6.64065          13
      38.2768      9037.75      5.46854          13
      38.3726      9018.14      11.7398          13
      38.4687      8895.79      10.6567          13
      38.5650      8855.90      6.53810          13
      38.6615      8826.83      7.22483          13
      38.7583      8728.87      21.6172          13
      38.8553      8614.72      9.53686          13
      38.9526      8582.47      3.74687          13
      39.0501      8575.21      5.13567          13
      39.1478      8558.66      7.89601          13
      39.2458      8520.28      4.22386          13
      39.3441      8491.23      7.71529          13
      39.4425      8371.35      25.9050          13
      39.5413      8272.05      12.1420          13
      39.6402      8242.78      3.99866          13
      39.7395      8250.70      8.20967          13
      39.8389      8213.92      16.4800          13
      39.9387      8142.35      15.9790          13
      40.0386      8060.12      10.3426          13
      40.1389      8002.87      7.53707          13
      40.2393      7955.96      10.0138          13
      40.3400      7889.61      10.6002          13
      40.4410      7826.40      8.92901          13
      40.5423      7788.28      5.46501          13
      40.6437      7733.40      8.68436          13
      40.7455      7670.67      12.1513          13
      40.8475      7601.56      11.8071          13
      40.9497      7517.25      9.90239          13
      41.0522      7458.93      8.60682          13
      41.1550      7419.06      5.57649          13
      41.2580      7365.69      8.50257          13
      41.3613      7309.71      7.83984          13
      41.4648      7259.67      5.80212          13
      41.5686      7232.98      3.90331          13
      41.6726      7196.39      10.2864          13
      41.7770      7130.98      9.63575          13
      41.8815      7081.76      6.90470          13
      41.9864      7028.12      8.19736          13
      42.0915      6960.93      10.5713          13
      42.1968      6919.07      3.59322          13
      42.3024      6897.46      5.36382          13
      42.4083      6846.38      11.4552          13
      42.5145      6760.69      9.10113          13
      42.6209      6713.41      5.06016          13
      42.7276      6684.61      5.09750          13
      42.8345      6648.93      8.20757          13
      42.9418      6585.43      8.03904          13
      43.0493      6585.82      3.79119          13
      43.1570      6571.58      6.02549          13
      43.2650      6523.99      12.2355          13
      43.3733      6444.16      8.33292          13
      43.4819      6388.78      8.34500          13
      43.5907      6345.17      4.63428          13
      43.6999      6332.00      3.10527          13
      43.8092      6310.34      7.18130          13
      43.9189      6246.07      9.28507          13
      44.0288      6219.33      5.41897          13
      44.1390      6215.98      3.70233          13
      44.2495      6217.90      4.39670          13
      44.3603      6172.22      11.6901          13
      44.4713      6111.73      9.68109          13
      44.5827      6081.57      6.95217          13
      44.6942      6036.84      9.08787          13
      44.8061      5962.42      14.6932          13
      44.9183      5892.25      9.54111          13
      45.0307      5906.38      10.4167          13
      45.1434      5924.79      4.53704          13
